zip,date,rent
94103,2022-04,3214.18365462786
94131,2022-04,3325.03680515621
94132,2022-04,3128.56849403446
94107,2022-04,3271.627213195617
94133,2022-04,3065.732074834204
94123,2022-04,3393.2934977022383
94127,2022-04,3128.56849403446
94105,2022-04,3548.219604730762
94108,2022-04,2723.6101574498325
94158,2022-04,3902.580425073467
94129,2022-04,3128.56849403446
94112,2022-05,3306.64168985766
94110,2022-05,3369.457918122256
94122,2022-05,2919.122457295908
94109,2022-05,2581.257864237294
94116,2022-05,2754.0283610962706
94117,2022-05,3226.879500060777
94118,2022-05,2906.4988796923503
94121,2022-05,2822.8346621041783
94124,2022-05,3308.8419268106654
94114,2022-05,3454.5808115115587
94102,2022-05,2658.616326383583
94115,2022-05,3076.535067806178
94103,2022-05,3231.11718564321
94131,2022-05,3406.2358368629702
94132,2022-05,3155.4184381689797
94107,2022-05,3323.2384617367643
94133,2022-05,3069.615142751085
94123,2022-05,3428.9969398522344
94127,2022-05,3155.4184381689797
94105,2022-05,3620.69834758911
94108,2022-05,2732.175851607736
94158,2022-05,3910.995532357793
94129,2022-05,3155.4184381689797
94112,2022-06,3363.0331750938
94110,2022-06,3410.0956228476616
94122,2022-06,2939.3050945417176
94109,2022-06,2584.8043128131435
94116,2022-06,2781.996935443944
94117,2022-06,3223.407688274812
94118,2022-06,2921.52453204031
94121,2022-06,2884.854777199494
94124,2022-06,3268.370564378383
94114,2022-06,3458.7590928001077
94102,2022-06,2687.0614954199277
94115,2022-06,3114.632022368728
94103,2022-06,3256.880523718969
94131,2022-06,3424.800658780636
94132,2022-06,3179.2712593879014
94107,2022-06,3338.13010187542
94133,2022-06,3093.511043985321
94123,2022-06,3426.2313224929853
94127,2022-06,3179.2712593879014
94105,2022-06,3690.37866833227
94108,2022-06,2717.01659985101
94158,2022-06,4000.630955499379
94129,2022-06,3179.2712593879014
94112,2022-07,3318.237905662872
94110,2022-07,3437.315415223907
94122,2022-07,2932.082380909873
94109,2022-07,2613.7640951567123
94116,2022-07,2715.188136275091
94117,2022-07,3251.770174340096
94118,2022-07,2931.500176353441
94121,2022-07,2908.839038592507
94124,2022-07,3158.466650694221
94114,2022-07,3479.230384630106
94102,2022-07,2702.27703490708
94115,2022-07,3151.331548261964
94103,2022-07,3278.309667287064
94131,2022-07,3410.006553855644
94132,2022-07,3186.552473369166
94107,2022-07,3351.9977097639758
94133,2022-07,3146.8071484261445
94123,2022-07,3433.6463940359818
94127,2022-07,3186.552473369166
94105,2022-07,3768.38292050426
94108,2022-07,2707.357711966601
94158,2022-07,4034.538420535779
94129,2022-07,3186.552473369166
94112,2022-08,3346.215157521441
94110,2022-08,3477.2416582195024
94122,2022-08,2964.3336410002853
94109,2022-08,2629.67819284731
94116,2022-08,2728.081011736426
94117,2022-08,3287.427067421089
94118,2022-08,2951.0382004210205
94121,2022-08,2913.213422536712
94124,2022-08,3169.2523894928386
94114,2022-08,3483.417492522613
94102,2022-08,2709.758692776489
94115,2022-08,3169.760620827449
94103,2022-08,3301.291974325771
94131,2022-08,3392.5353679387167
94132,2022-08,3205.563655153259
94107,2022-08,3387.090304390182
94133,2022-08,3154.661761372892
94123,2022-08,3441.285843189848
94127,2022-08,3205.563655153259
94105,2022-08,3795.3182522699217
94108,2022-08,2698.7993992335846
94158,2022-08,4110.872653021083
94129,2022-08,3205.563655153259
94112,2022-09,3284.372110244241
94110,2022-09,3500.214051963884
94122,2022-09,2985.6690035573934
94109,2022-09,2653.579885170447
94116,2022-09,2710.705881274767
94117,2022-09,3312.144998848089
94118,2022-09,2965.987269134429
94121,2022-09,2867.0884313817564
94124,2022-09,3139.227882907684
94114,2022-09,3491.899033467717
94102,2022-09,2722.4289306254395
94115,2022-09,3176.302801285759
94103,2022-09,3282.558497398219
94131,2022-09,3392.317470993252
94132,2022-09,3205.542728655827
94107,2022-09,3402.8162352410795
94133,2022-09,3171.9309166575085
94123,2022-09,3428.050999330937
94127,2022-09,3205.542728655827
94105,2022-09,3784.7373468714686
94108,2022-09,2730.704262304935
94158,2022-09,4108.118564457532
94129,2022-09,3205.542728655827
94112,2022-10,3364.5106759345304
94110,2022-10,3528.693253685737
94122,2022-10,3004.772555693146
94109,2022-10,2675.511654012527
94116,2022-10,2767.6327612529917
94117,2022-10,3292.348010048968
94118,2022-10,2965.1046019019777
94121,2022-10,2865.2642796347704
94124,2022-10,3236.8370104965265
94114,2022-10,3480.8995393347977
94102,2022-10,2731.53323057867
94115,2022-10,3177.752917962842
